comp_id,bioactivity,data_split,smiles
CHEMBL1651362,1,train,CC(C)C[C@@H](C(=O)N(C)N(C)C#N)N(C)C(=O)c1ccc(-c2noc(-c3cccs3)n2)cc1
CHEMBL1672419,1,test,N#CN1CCC(CCc2ccccc2)C1
CHEMBL1672421,1,train,N#CN1CC[C@H](NS(=O)(=O)c2ccccc2)C1
CHEMBL1672422,1,train,N#CN1CC[C@@H](NS(=O)(=O)c2ccccc2)C1
CHEMBL1672423,1,validation,N#CN1CC[C@@H](NC(=O)c2ccc(F)cc2)C1
CHEMBL1672424,1,test,N#CN1CC[C@@H](NC(=O)Nc2ccccc2)C1
CHEMBL1672425,1,train,N#CN1CC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1
CHEMBL1672427,1,train,N#CN1CC[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)C1
CHEMBL1672428,0,train,O=CN1CC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1
CHEMBL1672429,0,train,CC(C)(C)OC(=O)N1CC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1
CHEMBL1672430,0,train,C[C@@H]1C[C@@H](NS(=O)(=O)c2cccc(Br)c2)CN1C#N
CHEMBL1672431,0,train,COc1ccc(OC)c(S(=O)(=O)N[C@@H]2C[C@@H](C)N(C#N)C2)c1
CHEMBL1672432,0,train,C[C@H]1C[C@@H](NS(=O)(=O)c2cccc(Br)c2)CN1C#N
CHEMBL1672433,0,train,COc1ccc(OC)c(S(=O)(=O)N[C@@H]2C[C@H](C)N(C#N)C2)c1
CHEMBL1672434,0,train,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N
CHEMBL168471,1,train,CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C
CHEMBL169448,1,validation,O=C(N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1)OCc1ccccc1
CHEMBL169560,1,validation,O=C(N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1)OCc1ccccc1
CHEMBL169708,1,test,O=C(N[C@H](CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1)OCc1ccccc1
CHEMBL171403,1,train,CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1
CHEMBL172456,1,train,CSCC[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1
CHEMBL177914,1,train,O=C[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL1790989,1,test,CC[C@@H](C)[C@H](NC(=O)Nc1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790990,1,test,CC[C@@H](C)[C@H](NC(=O)NCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790991,1,validation,CC[C@@H](C)[C@H](NC(=O)Nc1ccccc1C(F)(F)F)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790992,1,train,CC[C@@H](C)[C@H](NC(=O)NC(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790993,1,train,CC[C@@H](C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790994,1,test,CC[C@@H](C)[C@H](/N=C(\\S)Nc1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790995,1,test,CC[C@@H](C)[C@H](/N=C(\\S)NCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790996,1,test,CC[C@@H](C)[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790997,1,validation,CC[C@@H](C)[C@H](NC(=O)Nc1cccc(C)c1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790998,1,test,CC[C@@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1790999,1,test,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1791000,1,test,CC[C@@H](C)[C@H](/N=C(\\S)Nc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1791001,1,train,CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL1791004,1,test,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
CHEMBL180839,1,test,C[C@@H](CC1CCCCC1)OC(=O)C1CCCN1C#N
CHEMBL182956,1,test,CC(C)C[C@H](Nc1cscc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N
CHEMBL183306,1,train,CC(C)C[C@H](Nc1ccccc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N
CHEMBL1836460,1,train,COc1ccccc1CSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836463,1,train,O=c1nc(SCc2ccccc2)nc(SCc2ccccc2F)[nH]1
CHEMBL1836464,1,train,O=c1nc(SCc2ccccc2)nc(SCc2cccc(F)c2)[nH]1
CHEMBL1836466,1,train,O=c1nc(SCc2ccccc2)nc(SCc2ccccc2[N+](=O)[O-])[nH]1
CHEMBL1836467,1,train,O=c1nc(SCc2ccccc2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]1
CHEMBL1836468,1,train,O=c1nc(SCc2ccccc2)nc(SCc2ccc([N+](=O)[O-])cc2)[nH]1
CHEMBL1836469,1,train,O=c1nc(SCc2ccccc2)nc(SCc2ccccc2Cl)[nH]1
CHEMBL1836470,1,train,O=c1nc(SCc2ccccc2)nc(SCc2cccc(Cl)c2)[nH]1
CHEMBL1836506,1,train,O=c1nc(SCc2ccccc2)nc(SCc2ccc(Cl)cc2)[nH]1
CHEMBL1836507,0,train,N#Cc1ccccc1CSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836508,0,train,N#Cc1cccc(CSc2nc(SCc3ccccc3)nc(=O)[nH]2)c1
CHEMBL1836511,0,train,CCSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836512,0,train,CCCSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836513,0,train,CCCCSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836514,0,train,N#CCSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836515,0,train,O=C(O)CSc1nc(SCc2ccccc2)nc(=O)[nH]1
CHEMBL1836516,0,test,O=c1nc(SCc2ccccc2)nc(SCC2CC2)[nH]1
CHEMBL1836517,0,test,O=c1nc(SCc2ccccc2)nc(SCC2CCC2)[nH]1
CHEMBL1836519,1,test,O=c1nc(SCc2ccccc2)nc(SCC2CCCCC2)[nH]1
CHEMBL183660,1,test,C[C@@H](CC1CCCCC1)OC(=O)N[C@H]1CCN(C#N)C1
CHEMBL183812,1,test,C[C@@H](CC1CCCCC1)OC(=O)C1CCN1C#N
CHEMBL184035,0,test,CCCC(NC(=O)[C@@H]1C2CCCC2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL184514,1,train,CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1
CHEMBL184859,1,train,CC(C)C[C@H](Nc1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(=O)NCC#N
CHEMBL185431,1,train,CC(C)C[C@H](Nc1cccc(-c2ccc(N3CCNCC3)cc2)c1)C(=O)NCC#N
CHEMBL186149,0,test,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)Nc1cc[nH]n1
CHEMBL187864,0,test,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)C(=O)Nc1nccs1
CHEMBL188400,0,test,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
CHEMBL188438,1,train,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL188563,0,train,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)(C)CC)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL188929,0,test,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccccn1
CHEMBL189149,1,train,C[C@@H](CC1CCCCC1)OC(=O)CN(C)C#N
CHEMBL189604,0,train,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL190053,1,test,CCCC[C@H](NC(=O)O[C@H](Cn1cc(-c2ccc(C(F)(F)F)cc2)cn1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
CHEMBL190121,1,train,C[C@@H](CC1CCCCC1)OC(=O)NN(C)C#N
CHEMBL191178,0,test,CCCC[C@H](NC(=O)O[C@H](CN1CCN(c2ccc(C(F)(F)F)cc2)C1=O)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
CHEMBL191558,1,train,CC[C@@H](Cc1ccccc1)OC(=O)NN(C)C#N
CHEMBL191584,0,test,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
CHEMBL191881,1,train,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N
CHEMBL1928752,0,train,O=C(/C=C/c1ccc(F)cc1)c1ccc(O)cc1O
CHEMBL194068,1,test,CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
CHEMBL194643,1,test,O=C(N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O)c1cccc2ccccc12
CHEMBL194861,1,test,O=C(N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O)c1cc2ccccc2o1
CHEMBL1950263,1,train,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=N/NC(N)=O)Cc1ccccc1
CHEMBL1950280,0,train,CCOC(=O)/C=C/C(=O)N(CC(N)=O)NC(=O)[C@@H]1CCCN1C(C)=O
CHEMBL1952261,0,test,CC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](CN2CCOCC2)N=C(c2ccccc2)c2ccccc21
CHEMBL1952262,0,test,CC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](CN2CCCCC2)N=C(c2ccccc2)c2ccccc21
CHEMBL1952263,0,validation,CC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](CNCC(C)C)N=C(c2ccccc2)c2ccccc21
CHEMBL195454,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL197440,0,train,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccc(S(=O)(=O)N4CCN(CC(F)(F)F)CC4)cc3)cc2)CCCCC1
CHEMBL198450,0,test,COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c2ccc(-c3cccc(C(F)(F)F)c3)o2)cc1
CHEMBL198798,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCC(N5CCCCC5)CC4)n3)cc2)CCCCC1
CHEMBL198802,1,test,CN1CCC[C@H]1COc1ccc(-c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)cc1
CHEMBL198859,1,train,CN(C)c1ccc(C(=O)NC2(C(=O)NCC#N)CCCCC2)cc1
CHEMBL198962,1,train,CCNC(=O)C(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](NC(=O)CCCCC1CCSS1)C(C)C
CHEMBL199007,1,train,CCNC(=O)C(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@H](CC(C)C)NC(=O)CCCCC1CCSS1
CHEMBL199014,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccc(-c4ccno4)cc3)cc2)CCCCC1
CHEMBL199163,0,test,CC(C)(C)NC1CCN(c2ccc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cc2)CC1
CHEMBL199214,1,train,COCCN1CCC(Oc2ccc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cc2)CC1
CHEMBL199358,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1
CHEMBL199470,1,train,CN(C)C1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)C1
CHEMBL199483,0,train,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL199488,1,test,CN1CCN(S(=O)(=O)c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1
CHEMBL200151,0,train,N#CCNC(=O)C1(NC(=O)OCc2ccccc2)CCCCC1
CHEMBL200160,0,train,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC#N
CHEMBL200161,0,train,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200166,1,train,CN1CCC(C)(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200167,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(Br)s2)CCCCC1
CHEMBL200203,1,train,N#CCNC(=O)C1(NC(=O)c2ccc(N)cc2)CCCCC1
CHEMBL200235,1,train,N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1
CHEMBL200283,1,train,CCNC(=O)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)CCCCC1CCSS1)C(C)C
CHEMBL200287,1,train,CC(C)NC1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200289,1,test,N#CCNC(=O)C1(NC(=O)c2cccc(-c3ccccc3)c2)CCCCC1
CHEMBL200301,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1
CHEMBL200374,0,train,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC#N
CHEMBL200426,1,train,CN1CCC(Oc2ccc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cc2)CC1
CHEMBL200455,1,train,CN1CCC(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200482,1,train,N#CCNC(=O)C1(NC(=O)c2cccc(Br)c2)CCCCC1
CHEMBL200494,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCC(N5CCOCC5)CC4)n3)cc2)CCCCC1
CHEMBL200506,1,test,CN1CCN(Cc2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200507,1,train,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CC[C@@H](N)C4)n3)cc2)CCCCC1
CHEMBL200511,0,train,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200529,0,train,CC(C)(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200531,0,train,CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200543,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCN(C5CCOCC5)CC4)n3)cc2)CCCCC1
CHEMBL200545,0,train,CC(C)C[C@](C)(NC(=O)OCc1ccccc1)C(=O)NCC#N
CHEMBL200557,1,train,CC(C)(C)OC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCC#N
CHEMBL200596,1,train,CC(C)N(C)C1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200599,1,train,C#Cc1ccc(C(=O)NC2(C(=O)NCC#N)CCCCC2)cc1
CHEMBL200602,1,train,COCCN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200619,1,train,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccccc3)cc2)CCCCC1
CHEMBL200672,1,train,CC(C)(C)N1CCN(c2ccc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cc2)CC1
CHEMBL200708,1,train,CC(C)(C)N1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1
CHEMBL200744,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(OC4CCNCC4)n3)cc2)CCCCC1
CHEMBL200775,0,test,N#CCNC(=O)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1
CHEMBL200776,0,test,N#CCNC(=O)C1(NC(=O)OCc2ccccc2)CC1
CHEMBL200788,1,test,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccc(C4(F)CCNCC4)cc3)cc2)CCCCC1
CHEMBL200826,1,train,CCNC(=O)C(=O)C(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(C)C)NC(=O)CCCCC1CCSS1
CHEMBL200884,1,test,N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1
CHEMBL200954,1,test,N#CCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)OCc1ccccc1
CHEMBL202668,1,train,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1C(=O)CN(S(=O)(=O)c2ccccn2)CC[C@@H]1C
CHEMBL2028906,1,test,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC)C(C)C
CHEMBL2028907,1,train,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL2028908,1,train,CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NNC(=O)N[C@@H](C)C(=O)NCC(N)=O)C(C)C
CHEMBL2028909,1,train,CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NNC(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C)C(C)C
CHEMBL2028910,1,train,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL2028911,1,train,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)[C@@H](C)CC)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL2028912,1,train,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL2028913,1,test,CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C)C(C)C
CHEMBL2028919,1,test,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C
CHEMBL2028920,1,test,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL2028921,1,test,CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL203463,1,train,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
CHEMBL203663,1,train,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@H](Cc1ccccc1)C(C)C
CHEMBL203665,1,train,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O
CHEMBL2037484,0,train,N#CCNC(=O)C1CCCCC1CSc1cccc(Cl)c1
CHEMBL2037485,1,train,N#CCNC(=O)C1CCCCC1CSc1ccccc1
CHEMBL203944,1,train,COc1ccc(-c2ccc([C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F)cc2)cc1
CHEMBL204277,1,train,CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL204605,1,train,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1
CHEMBL204785,0,test,COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1
CHEMBL204792,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL204946,0,train,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C)cc1
CHEMBL205173,0,train,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C
CHEMBL205436,0,train,CC(C)CN(CCOCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1
CHEMBL205504,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL205929,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(F)cc2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL206024,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccncc2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL206243,1,train,CC(C)C(C(=O)N[C@H](C=O)Cc1ccccc1)C(=O)OCc1ccccc1
CHEMBL206912,1,train,CC(C)C[C@H](N[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)C(F)(F)F)C(=O)NCC#N
CHEMBL2069324,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(-c4ccccc4)cs3)CC2)CC1
CHEMBL2070936,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1
CHEMBL2070937,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccccc4s3)CC2)CC1
CHEMBL2070938,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1
CHEMBL2070939,1,train,Cc1nc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)sc1C
CHEMBL2070940,1,train,CCc1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1
CHEMBL2070941,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C4CC4)cs3)CC2)CC1
CHEMBL2070942,1,train,CC(C)(C)c1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1
CHEMBL2070943,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)CC1
CHEMBL2070944,1,train,Cc1sc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)nc1C(F)(F)F
CHEMBL2070945,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)c(Cl)s3)CC2)CC1
CHEMBL2070946,1,train,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1
CHEMBL2070947,1,train,CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1
CHEMBL2070948,1,train,CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1
CHEMBL2070949,0,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cccnc4s3)CC2)CC1
CHEMBL2070950,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1
CHEMBL2070951,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cnccc4s3)CC2)CC1
CHEMBL2071095,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ncccc4s3)CC2)CC1
CHEMBL2071096,1,test,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)CCC4)CC2)CC1
CHEMBL2071097,1,train,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1
CHEMBL2071098,1,train,CC1(C)COCc2sc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)nc21
